set_tt;set_tt_o;el3A80;el3A180;el1A80;el1A180;thA80;thA180;SpotPriceEUR
tt1723;tt1723;0,433;0,398;0,52;0,441;1,10726673;2,48512685;47,75
tt1724;tt1724;1,63;1,044;0,683;0,58;1,12968604;2,53548799;38,42
tt1725;tt1725;1,123;1,17;3,753;0,628;1,14027308;2,55929967;31,3
tt1726;tt1726;0,188;0,249;0,297;0,965;1,15891455;2,60122928;30,74
tt1727;tt1727;0,088;0,369;0,061;0,334;1,17656047;2,64100575;30,18
tt1728;tt1728;0,044;0,141;0,271;1,496;1,1963112;2,68551348;29,58
tt1729;tt1729;0,185;0,33;0,584;1,435;1,20767054;2,71111316;28,61
tt1730;tt1730;0,065;0,233;0,032;0,161;1,22117599;2,74148564;27,73
tt1731;tt1731;0,789;0,084;0,156;0,244;1,23332699;2,76890336;27,75
tt1732;tt1732;0,282;0,131;0,107;0,218;1,244824;2,79465696;28,43
tt1733;tt1733;0,606;0,204;0,01;0,294;1,2587014;2,82572974;29,49
tt1734;tt1734;0,706;0,526;0,036;0,541;1,26414522;2,83794622;31,49
tt1735;tt1735;0,082;0,588;0,332;0,238;1,25281749;2,81246802;32,87
tt1736;tt1736;1,178;0,951;0,177;0,253;1,22375743;2,74711039;32,87
tt1737;tt1737;0,121;0,083;0,197;0,828;1,17052993;2,62741274;31,94
tt1738;tt1738;0,163;1,019;0,501;0,216;1,11536301;2,5033468;31,57
tt1739;tt1739;0,046;1,143;0,115;0,57;1,07232137;2,40666365;31,2
tt1740;tt1740;0,06;0,245;0,351;0,466;1,02651676;2,30372715;30,34
tt1741;tt1741;0,651;0,432;0,024;0,475;0,99704117;2,23752631;29,84
tt1742;tt1742;0,515;0,464;0,177;1,53;0,96989335;2,17675566;29,51
tt1743;tt1743;0,272;0,206;0,121;0,801;0,94924489;2,130659;29,43
tt1744;tt1744;0,788;0,471;0,706;0,428;0,95394965;2,1413181;29,7
tt1745;tt1745;0,945;1,345;0,482;0,588;0,99928504;2,24294201;29,98
tt1746;tt1746;0,293;0,962;0,456;2,268;1,05946255;2,37796985;30,87
tt1747;tt1747;1,665;0,311;0,261;0,817;1,08831668;2,4429421;30,31
tt1748;tt1748;0,27;0,379;0,348;0,87;1,10564511;2,4820228;28,23
tt1749;tt1749;1;0,959;0,702;0,521;1,11883799;2,51189026;25,5
tt1750;tt1750;0,633;0,302;2,46;0,395;1,13465245;2,54755995;23,15
tt1751;tt1751;0,124;0,188;0,203;0,2;1,15198756;2,58658688;8,36
tt1752;tt1752;0,251;0,426;0,218;0,32;1,16927401;2,62549975;0,01
tt1753;tt1753;0,07;0,208;0,154;0,293;1,19177805;2,67616187;-4,06
tt1754;tt1754;0,067;0,185;0,409;0,152;1,20089734;2,69667469;-0,71
tt1755;tt1755;0,062;0,089;0,043;0,303;1,22024967;2,74024027;0,05
tt1756;tt1756;0,021;0,235;0,142;0,208;1,23339765;2,76983236;4,56
tt1757;tt1757;0,173;0,347;0,428;0,376;1,22682427;2,75506968;23,59
tt1758;tt1758;0,436;0,973;0,133;0,399;1,22264389;2,74567296;29,64
tt1759;tt1759;0,918;0,279;0,105;0,18;1,21773546;2,7346564;30,85
tt1760;tt1760;0,453;1,103;0,135;0,329;1,1926972;2,67839797;31,06
tt1761;tt1761;0,137;0,23;0,415;0,222;1,14253401;2,56561301;30,63
tt1762;tt1762;0,113;0,223;0,644;0,242;1,1060136;2,48349232;30,31
tt1763;tt1763;0,232;0,173;0,955;0,41;1,08515622;2,43661347;29,87
tt1764;tt1764;0,308;0,573;0,078;0,152;1,05298295;2,36429212;29,01
tt1765;tt1765;0,583;0,103;0,313;0,243;1,04124351;2,33796518;28,36
tt1766;tt1766;0,336;0,222;0,145;0,12;1,02625653;2,30431757;28,12
tt1767;tt1767;0,104;0,108;0,343;0,29;1,02766489;2,30750922;27,89
tt1768;tt1768;0,083;0,349;0,246;0,456;1,04417288;2,34451515;29,08
tt1769;tt1769;1,314;0,872;0,198;1,104;1,08052068;2,42619721;30,45
tt1770;tt1770;0,736;0,304;1,655;0,247;1,12821197;2,53337015;31,06
tt1771;tt1771;0,347;0,84;0,298;0,528;1,1670611;2,62072131;30,95
tt1772;tt1772;0,587;1,158;0,242;1,633;1,18527804;2,66163633;30,86
tt1773;tt1773;0,251;1,769;0,53;0,302;1,2003373;2,69538264;30,69
tt1774;tt1774;0,252;0,357;0,201;0,353;1,22064485;2,74100154;28,05
tt1775;tt1775;0,072;0,313;0,278;0,638;1,22950535;2,76089197;23,6
tt1776;tt1776;0,15;0,349;0,295;0,172;1,24135501;2,78753544;21,08
tt1777;tt1777;0,124;1,383;0,875;0,134;1,24095635;2,78680951;21,03
tt1778;tt1778;0,206;0,565;0,015;0,251;1,25372925;2,81564056;21,71
tt1779;tt1779;0,111;0,094;0,106;0,199;1,25125043;2,81015934;25,92
tt1780;tt1780;0,173;0,14;0,15;0,144;1,24508165;2,79643522;29,37
tt1781;tt1781;0,13;0,389;0,185;0,242;1,23359772;2,77075659;29,7
tt1782;tt1782;0,235;0,57;0,978;0,216;1,22352533;2,74826766;30,76
tt1783;tt1783;0,578;1,496;0,282;0,366;1,2052415;2,70713819;32,52
tt1784;tt1784;1,116;2,102;0,122;0,008;1,18492012;2,66152495;35,67
tt1785;tt1785;0,084;0,328;0,165;0,369;1,15406055;2,59216875;35,28
tt1786;tt1786;0,682;0,198;0,3;0,119;1,11415391;2,50258479;32,94
tt1787;tt1787;0,071;0,259;0,721;0,205;1,07584071;2,41653571;31,87
tt1788;tt1788;0,152;0,284;0,117;0,277;1,05873597;2,37829724;30,49
tt1789;tt1789;0,249;0,191;2,963;0,334;1,05615512;2,37264138;30,45
tt1790;tt1790;0,339;0,193;0,156;0,308;1,05042217;2,35998485;30,19
tt1791;tt1791;0,255;0,58;0,744;0,039;1,0655603;2,39405021;30,28
tt1792;tt1792;0,142;0,594;0,134;1,151;1,08739717;2,44278493;30,52
tt1793;tt1793;1,089;0,856;1,652;0,236;1,10238995;2,47616623;30,69
tt1794;tt1794;2,725;1,532;2,106;0,774;1,1327231;2,5438894;30,79
tt1795;tt1795;0,789;0,909;0,759;0,5;1,15703111;2,59821166;30,56
tt1796;tt1796;0,248;0,241;0,037;0,343;1,17702089;2,64290027;29,89
tt1797;tt1797;0,424;0,627;0,286;0,402;1,17817644;2,64539957;28,58
tt1798;tt1798;0,381;0,142;0,363;0,631;1,17492184;2,63804009;10,39
tt1799;tt1799;0,484;0,181;0,761;0,421;1,1835409;2,65733228;9,24
tt1800;tt1800;0,245;0,245;0,104;0,233;1,20494208;2,70530183;17,18
tt1801;tt1801;0,287;0,356;0,19;0,28;1,21973191;2,73850571;17,02
tt1802;tt1802;0,161;0,148;0,316;0,148;1,23940052;2,78242008;17,06
tt1803;tt1803;0,207;0,074;0,197;0,134;1,2620468;2,83335584;18,71
tt1804;tt1804;0,086;0,309;0,678;0,147;1,27518664;2,86275976;21,64
tt1805;tt1805;0,104;0,283;0,082;0,131;1,2815041;2,87685464;25,99
tt1806;tt1806;0,756;1,073;0,138;0,114;1,28410187;2,88269503;29,17
tt1807;tt1807;0,384;0,308;0,642;0,211;1,24150573;2,78719811;30,63
tt1808;tt1808;0,339;0,657;0,142;0,999;1,14331192;2,56716665;30,64
tt1809;tt1809;0,907;0,473;0,344;0,14;1,06728384;2,39658563;30,2
tt1810;tt1810;0,217;0,178;0,113;0,31;1,00082493;2,24735154;29,88
tt1811;tt1811;0,623;0,193;0,098;0,14;0,96069826;2,15734663;29,33
tt1812;tt1812;0,234;0,21;0,554;0,134;0,93458079;2,09875224;27,83
tt1813;tt1813;0,134;0,202;0,045;0,734;0,91681843;2,05884662;25,44
tt1814;tt1814;0,481;0,204;0,194;0,503;0,91478939;2,05443282;22,1
tt1815;tt1815;0,36;0,703;0,297;0,158;0,92054695;2,06766743;22,78
tt1816;tt1816;0,161;0,481;0,297;0,099;0,94294889;2,11765851;26,48
tt1817;tt1817;1,544;1,168;0,187;0,089;0,97671662;2,19320887;29,6
tt1818;tt1818;1,255;0,279;0,554;0,605;1,02041829;2,2912116;30,1
tt1819;tt1819;0,493;0,65;0,34;1,155;1,04977204;2,35708303;29,97
tt1820;tt1820;0,178;0,59;0,242;0,569;1,08769923;2,44229983;29,39
tt1821;tt1821;0,183;0,71;0,339;1,854;1,10425152;2,47947361;27,91
tt1822;tt1822;0,181;0,305;0,071;0,386;1,11907199;2,51264977;24,5
tt1823;tt1823;0,233;0,511;0,748;0,259;1,11867109;2,51167885;14,96
tt1824;tt1824;0,182;0,771;0,177;0,48;1,13129649;2,53999877;11,73
tt1825;tt1825;0,194;0,251;0,056;0,449;1,13090504;2,53923279;9,42
tt1826;tt1826;0,322;0,24;0,06;0,445;1,13908994;2,55767083;9,39
tt1827;tt1827;0,274;0,417;0,12;0,42;1,153952;2,59081168;20,94
tt1828;tt1828;0,248;0,636;0,164;0,247;1,15806652;2,60003716;22,62
tt1829;tt1829;0,159;0,257;0,1;0,278;1,15610334;2,59554645;22,05
tt1830;tt1830;0,24;0,198;0,035;0,217;1,15605409;2,59544944;23,11
tt1831;tt1831;0,127;0,368;0,371;0,064;1,14270397;2,56562313;26,32
tt1832;tt1832;0,441;0,518;0,364;0,635;1,11080755;2,49445835;28,53
tt1833;tt1833;0,17;0,371;0,402;0,584;1,07543756;2,41533554;28,91
tt1834;tt1834;0,126;0,832;0,365;0,548;1,04980079;2,3581033;27,92
tt1835;tt1835;1,043;0,816;0,372;1,314;1,01246953;2,27427804;26,83
tt1836;tt1836;0,337;1,411;0,339;1,226;0,98402262;2,21052071;25,69
tt1837;tt1837;1,324;0,393;0,163;0,172;0,96932944;2,17754379;17,01
tt1838;tt1838;1,048;0,458;0,658;0,197;0,95820076;2,15241233;9,75
tt1839;tt1839;0,247;0,311;0,2;0,29;0,96031768;2,15690879;14,36
tt1840;tt1840;0,161;0,544;0,374;0,416;0,97165418;2,18204358;9,99
tt1841;tt1841;0,127;1,081;0,104;0,842;0,9908372;2,22477789;27,44
tt1842;tt1842;1,495;0,24;0,254;0,301;1,02142352;2,29350516;32,31
tt1843;tt1843;0,424;1,997;0,147;1,657;1,05355977;2,36571061;31,04
tt1844;tt1844;0,171;0,211;0,366;0,503;1,07907057;2,42300876;30,52
tt1845;tt1845;1,016;1,167;1,85;1,681;1,09685415;2,46298045;30,22
tt1846;tt1846;0,486;0,218;0,212;0,32;1,11193345;2,49696403;30,57
tt1847;tt1847;1,42;0,559;0,119;0,307;1,12732434;2,53163031;29,06
tt1848;tt1848;0,361;0,673;0,124;0,665;1,14700685;2,57584701;16,62
tt1849;tt1849;0,153;0,098;0,12;0,133;1,16160571;2,60861236;15,79
tt1850;tt1850;0,129;0,829;0,149;0,818;1,168538;2,62413195;16,12
tt1851;tt1851;0,078;0,128;0,292;2,565;1,16783546;2,62247778;12,67
tt1852;tt1852;0,268;0,572;0,142;0,263;1,17493148;2,63835198;16,76
tt1853;tt1853;0,039;0,148;0,062;0,096;1,18248599;2,65527157;18,89
tt1854;tt1854;0,074;0,173;1,345;0,112;1,17998379;2,64961865;28,17
tt1855;tt1855;0,256;0,534;0,077;0,296;1,17329116;2,63455564;28,42
tt1856;tt1856;0,744;1,2;0,119;0,619;1,12976344;2,53669176;28,74
tt1857;tt1857;0,241;0,411;0,403;0,277;1,07784041;2,42020932;18,44
tt1858;tt1858;0,496;0,338;0,112;0,588;1,02335642;2,29825402;21,06
tt1859;tt1859;0,15;0,671;0,362;0,117;0,98424933;2,21059828;17,63
tt1860;tt1860;0,214;0,206;0,29;0,918;0,93750738;2,10551156;18,05
tt1861;tt1861;3,309;0,618;0,324;0,889;0,93943452;2,10993028;11,35
tt1862;tt1862;0,212;0,473;0,097;0,711;0,94091869;2,11339363;10,12
tt1863;tt1863;0,506;1,471;0,847;1,224;0,9337288;2,09733119;9,44
tt1864;tt1864;0,582;2;0,369;0,552;0,94258555;2,11703386;9,42
tt1865;tt1865;0,273;0,814;0,325;2,212;0,96791869;2,173712;10,15
tt1866;tt1866;0,427;1,008;0,577;0,508;1,00569235;2,25823435;17,09
tt1867;tt1867;0,427;1,1;2,103;0,149;1,04520604;2,34675444;16,72
tt1868;tt1868;0,35;0,929;0,305;0,391;1,07683692;2,41765299;11,96
tt1869;tt1869;0,716;0,277;0,132;1,442;1,11447268;2,50212223;9,47
tt1870;tt1870;2,111;0,466;0,714;0,405;1,15457424;2,59215789;12,51
tt1871;tt1871;0,199;0,421;0,119;0,371;1,18834592;2,66790079;10,12
tt1872;tt1872;0,476;0,945;1,167;0,157;1,20275631;2,7002507;10,59
tt1873;tt1873;0,344;0,169;0,087;0,105;1,21974556;2,73835254;13,87
tt1874;tt1874;0,308;0,228;0,084;0,134;1,21223766;2,72157288;10,07
tt1875;tt1875;0,126;0,289;0,071;0,19;1,21559092;2,7291315;16,36
tt1876;tt1876;0,176;0,141;0,091;0,297;1,22682126;2,75428945;22,06
tt1877;tt1877;0,205;0,49;0,295;0,201;1,22715978;2,75503732;26,08
tt1878;tt1878;0,343;0,125;0,575;0,289;1,21831939;2,73522459;36,3
tt1879;tt1879;0,191;0,358;0,182;2,077;1,19348437;2,67948831;39,26
tt1880;tt1880;0,226;0,512;0,173;0,162;1,15744277;2,59883138;40,97
tt1881;tt1881;0,143;0,455;0,075;0,214;1,12750647;2,53194358;38,4
tt1882;tt1882;0,231;0,293;0,147;1,566;1,08877912;2,4450047;36,07
tt1883;tt1883;0,27;0,732;0,669;0,336;1,03342175;2,32100221;32,93
tt1884;tt1884;0,244;0,129;0,893;2,424;0,96569655;2,16894229;32,29
tt1885;tt1885;0,076;0,236;0,291;0,294;0,91581384;2,05707852;31,96
tt1886;tt1886;0,297;0,84;0,038;0,602;0,91057528;2,0448275;31,16
tt1887;tt1887;0,689;1,046;0,161;0,76;0,92218425;2,07021221;30,82
tt1888;tt1888;0,284;0,284;0,187;0,42;0,94507765;2,12172236;30,56
tt1889;tt1889;0,288;0,439;1,168;3,341;0,98900543;2,22056905;31,16
tt1890;tt1890;0,892;2,49;0,279;0,855;1,04335423;2,34260103;31,72
tt1891;tt1891;0,572;1,3;0,755;1,119;1,08200199;2,42938841;31,04
tt1892;tt1892;0,499;0,666;0,667;0,932;1,09573398;2,46003718;30,56
tt1893;tt1893;1,811;0,655;0,074;0,796;1,11273337;2,49811573;27,6
tt1894;tt1894;0,257;0,127;0,33;0,43;1,13035884;2,53766731;25,2
tt1895;tt1895;0,191;0,403;0,348;0,212;1,13330371;2,54424271;10,75
tt1896;tt1896;0,156;0,748;0,134;0,158;1,12064612;2,51569876;18,76
tt1897;tt1897;0,143;0,753;0,109;0,352;1,12014568;2,51464312;17,48
tt1898;tt1898;0,295;0,176;0,124;0,197;1,1245121;2,5247098;15,92
tt1899;tt1899;0,169;0,172;0,163;0,168;1,14459928;2,57017256;18,02
tt1900;tt1900;0,33;0,266;0,205;0,171;1,15738201;2,59896589;22,06
tt1901;tt1901;0,318;0,307;0,048;0,364;1,164417;2,6148084;23,99
tt1902;tt1902;0,472;0,29;0,513;0,288;1,15909047;2,60281451;29,93
tt1903;tt1903;1,986;0,215;0,39;1,321;1,13703054;2,55319346;31,17
tt1904;tt1904;0,268;1,434;0,419;1,019;1,11632053;2,50663731;31,56
tt1905;tt1905;1,157;0,265;0,424;0,56;1,09486401;2,45841989;30,84
tt1906;tt1906;0,855;0,138;0,192;0,469;1,065993;2,39366238;29,97
tt1907;tt1907;0,121;0,878;0,134;0,516;1,04450682;2,34564484;29,69
tt1908;tt1908;0,107;0,437;0,116;0,045;1,02282185;2,29727655;29,08
tt1909;tt1909;0,361;0,383;1,016;0,353;0,98917296;2,22187454;28,86
tt1910;tt1910;0,169;0,585;1,438;0,325;0,98261496;2,20722477;28,94
tt1911;tt1911;0,589;0,454;0,174;0,293;0,99009536;2,22406027;29,37
tt1912;tt1912;0,516;0,469;0,082;0,101;1,01221986;2,27361056;29,63
tt1913;tt1913;0,348;0,441;1,75;2,764;1,05391457;2,36706969;30,35
tt1914;tt1914;1,538;0,526;2,027;0,496;1,08517297;2,43708393;30,78
tt1915;tt1915;0,233;1,694;1,011;0,374;1,10488277;2,48106784;30,67
tt1916;tt1916;1,205;0,51;0,731;0,459;1,12829495;2,53343265;29,02
tt1917;tt1917;1,135;0,67;0,625;1,281;1,15071758;2,58351124;16,66
tt1918;tt1918;0,394;0,378;0,129;0,565;1,16976378;2,62641577;16,62
tt1919;tt1919;0,397;0,119;0,12;1,144;1,18494089;2,66060562;16,61
tt1920;tt1920;0,675;0,062;0,259;0,099;1,20045733;2,69565091;16,78
tt1921;tt1921;0,599;0,146;0,213;0,068;1,21530008;2,72912624;18,01
tt1922;tt1922;0,238;0,164;0,18;0,302;1,21950312;2,73888614;18,06
tt1923;tt1923;0,199;0,338;0,167;1,4;1,21602496;2,73114294;20,79
tt1924;tt1924;0,245;0,208;0,038;0,145;1,22531726;2,75192204;26,99
tt1925;tt1925;0,119;0,139;0,02;0,213;1,24919932;2,80548219;29,23
tt1926;tt1926;0,221;0,441;0,113;0,389;1,25271273;2,81342867;30,46
tt1927;tt1927;0,128;2,027;0,137;0,438;1,21981658;2,73957305;31,51
tt1928;tt1928;0,085;0,345;0,064;0,202;1,17022409;2,62810475;32,22
tt1929;tt1929;0,158;0,239;0,238;0,424;1,10863359;2,48975572;31,63
tt1930;tt1930;0,704;0,14;0,013;0,462;1,04938576;2,35668687;31,38
tt1931;tt1931;0,602;0,169;0,276;0,222;0,99640577;2,23774364;31,16
tt1932;tt1932;0,122;0,885;0,492;0,266;0,96480146;2,16675333;31,09
tt1933;tt1933;0,259;0,247;0,131;1,977;0,9500144;2,13352837;30,84
tt1934;tt1934;0,337;0,17;1,09;1,153;0,92561312;2,07882294;30,6
tt1935;tt1935;0,659;0,124;0,288;0,152;0,91864455;2,06319875;30,7
tt1936;tt1936;0,256;0,147;0,748;0,924;0,93207296;2,0932887;30,9
tt1937;tt1937;0,114;0,45;0,49;1,254;0,96259704;2,16180257;39,6
tt1938;tt1938;1,521;1,162;1,431;0,689;0,99962677;2,24485314;42,4
tt1939;tt1939;0,331;2,659;2,629;1,224;1,04098773;2,3376811;34,04
tt1940;tt1940;1,625;0,602;0,068;0,304;1,08001963;2,4253192;31,25
tt1941;tt1941;0,632;1,269;0,776;1,234;1,10915851;2,49088167;31,08
tt1942;tt1942;0,29;1,077;0,313;0,865;1,12622928;2,52934602;31,12
tt1943;tt1943;0,143;0,445;0,096;0,253;1,14880399;2,5800886;29,17
tt1944;tt1944;0,26;0,11;0,032;0,124;1,1758444;2,64083309;29,45
tt1945;tt1945;0,106;1,526;0,309;0,197;1,19659059;2,68740642;29,1
tt1946;tt1946;0,127;0,307;0,381;0,203;1,2176699;2,73485671;28,91
tt1947;tt1947;0,109;0,105;0,169;0,092;1,23701208;2,778349;28,65
tt1948;tt1948;0,097;0,158;0,118;1,28;1,25763393;2,82477578;28,53
tt1949;tt1949;0,172;0,364;0,03;0,154;1,26487392;2,84113017;30,72
tt1950;tt1950;0,183;0,963;0,056;0,26;1,27019101;2,85308902;31,53
tt1951;tt1951;0,391;0,145;1,472;0,208;1,23853025;2,78182929;38,12
tt1952;tt1952;0,136;0,187;0,355;0,276;1,18457745;2,66038029;39,53
tt1953;tt1953;0,312;0,471;0,282;0,468;1,12039442;2,5160559;35,73
tt1954;tt1954;0,331;0,149;2,418;0,257;1,06794218;2,39813498;33,12
tt1955;tt1955;0,37;0,554;0,119;0,277;1,02459783;2,30075746;31,73
tt1956;tt1956;0,155;0,289;0,251;1,265;1,00859839;2,26493357;30,97
tt1957;tt1957;0,318;1,269;0,051;0,243;1,00856945;2,26483623;30,99
tt1958;tt1958;0,184;0,337;2,558;0,1;0,9857906;2,21387833;30,79
tt1959;tt1959;0,283;0,393;0,143;0,183;0,95769013;2,1507213;30,83
tt1960;tt1960;0,184;0,346;0,438;0,798;0,94383876;2,11955111;30,9
tt1961;tt1961;0,138;0,135;1,479;1,18;0,96579528;2,16887505;31,75
tt1962;tt1962;0,824;0,063;2,948;0,384;0,99823076;2,24178587;33,99
tt1963;tt1963;0,831;1,078;0,583;0,195;1,03649338;2,32776633;32,8
tt1964;tt1964;0,424;1,238;1,041;0,519;1,08022228;2,42606431;31,52
tt1965;tt1965;0,266;2,702;0,376;0,245;1,10148413;2,47376543;31,12
tt1966;tt1966;1,344;0,176;0,33;0,696;1,13705368;2,55370027;30,62
tt1967;tt1967;0,091;0,247;0,263;0,231;1,17024154;2,62836378;29,59
tt1968;tt1968;0,124;0,67;0,205;0,313;1,19306231;2,67972889;29,04
tt1969;tt1969;0,145;0,522;0,024;0,414;1,21967459;2,73956511;28,99
tt1970;tt1970;0,155;0,225;0,328;0,837;1,24130929;2,78811435;29,21
tt1971;tt1971;0,193;0,175;0,145;0,666;1,26337818;2,8375991;28,87
tt1972;tt1972;0,115;0,221;0,099;0,269;1,26997835;2,85234363;29
tt1973;tt1973;0,319;0,207;0,131;0,706;1,28160804;2,87849663;30,14
tt1974;tt1974;1,34;0,926;0,504;0,166;1,28575376;2,88791194;33,08
tt1975;tt1975;0,237;0,359;0,249;0,159;1,25218631;2,8124542;41,13
tt1976;tt1976;1,002;0,921;0,367;0,816;1,20502631;2,70645925;43,79
tt1977;tt1977;0,068;0,55;0,099;1,165;1,14707612;2,57623696;41,09
tt1978;tt1978;0,584;0,172;0,134;0,137;1,07168448;2,40673463;35,71
tt1979;tt1979;1,264;2,075;0,029;0,235;1,02737072;2,30707468;33,01
tt1980;tt1980;0,194;0,674;0,289;0,048;0,98889224;2,22080641;31,31
tt1981;tt1981;0,118;0,392;0,128;0,152;0,93598561;2,10190913;30,29
tt1982;tt1982;0,358;0,359;0,028;0,421;0,90167742;2,02469271;29,9
tt1983;tt1983;0,846;0,351;0,126;3,156;0,94357288;2,11893447;30,07
tt1984;tt1984;0,614;0,129;0,249;0,17;0,95122358;2,13600131;30,31
tt1985;tt1985;0,339;0,173;0,022;0,315;0,95615352;2,14699702;30,84
tt1986;tt1986;1,891;1,308;3,641;0,255;1,03675222;2,32807722;31,38
tt1987;tt1987;0,545;0,314;0,098;1,872;1,12919462;2,53570909;30,66
tt1988;tt1988;0,795;0,787;0,077;0,589;1,17609992;2,64102053;30,05
tt1989;tt1989;1,253;0,708;0,075;0,631;1,23455526;2,77231498;29,83
tt1990;tt1990;0,234;1,052;0,552;0,31;1,27323664;2,85931587;29,5
tt1991;tt1991;0,352;0,35;0,073;0,16;1,29582685;2,90999199;28,93
tt1992;tt1992;0,098;0,406;0,082;0,434;1,29723407;2,91293737;28,82
tt1993;tt1993;0,823;0,539;0,219;0,14;1,322461;2,96950184;28,34
tt1994;tt1994;0,214;0,214;0,043;0,294;1,31847848;2,96036649;28,17
tt1995;tt1995;0,19;0,139;0,641;0,267;1,31040161;2,94212919;27,13
tt1996;tt1996;0,102;0,232;0,107;0,457;1,3101964;2,94152496;27,02
tt1997;tt1997;1,167;0,139;0,175;0,13;1,31231098;2,94628737;27,56
tt1998;tt1998;0,319;0,414;0,046;0,18;1,30749102;2,93564013;28,36
tt1999;tt1999;0,311;0,279;0,173;0,227;1,2707707;2,85367674;28,86
tt2000;tt2000;0,415;0,634;0,939;0,156;1,21202374;2,72214421;29,18
tt2001;tt2001;0,252;0,972;0,217;0,292;1,17282013;2,63406019;29
tt2002;tt2002;0,122;1,134;1,146;0,857;1,13666022;2,55291645;28,19
tt2003;tt2003;0,503;0,205;0,252;0,271;1,08344289;2,43344867;25,39
tt2004;tt2004;0,152;0,757;0,423;0,607;1,0585682;2,37757255;22,91
tt2005;tt2005;0,61;0,585;0,749;0,43;1,03470511;2,32382083;21,09
tt2006;tt2006;0,144;0,173;0,562;0,204;1,03570527;2,32598844;15,97
tt2007;tt2007;0,159;0,443;0,068;0,224;1,04544169;2,34786322;20,07
tt2008;tt2008;0,468;0,614;2,097;0,317;1,09343047;2,45567708;23,47
tt2009;tt2009;0,173;0,196;1,365;0,132;1,13943211;2,55903828;28,04
tt2010;tt2010;1,405;0,752;0,606;0,8;1,17216854;2,63254356;33,85
tt2011;tt2011;0,318;0,821;0,357;0,274;1,18730584;2,6665703;31,83
tt2012;tt2012;0,604;0,522;0,096;1,387;1,22234131;2,74556101;29,96
tt2013;tt2013;0,321;1,289;1,276;0,394;1,23137667;2,76595032;29,65
tt2014;tt2014;0,072;0,143;0,545;0,42;1,24342069;2,79304935;29,33
tt2015;tt2015;0,034;0,309;0,152;1,394;1,2508418;2,80974685;28,5
tt2016;tt2016;0,091;0,169;0,049;0,266;1,24981349;2,80740099;28,74
tt2017;tt2017;0,545;0,193;0,72;0,191;1,25969431;2,82954591;27,94
tt2018;tt2018;0,157;0,187;0,051;0,065;1,27370244;2,86101781;26,97
tt2019;tt2019;0,163;0,854;0,336;0,622;1,27257647;2,85847979;26,62
tt2020;tt2020;0,26;0,26;0,17;0,107;1,26910207;2,8506394;24,65
tt2021;tt2021;1,197;0,321;0,303;0,329;1,27687844;2,86811784;26,87
tt2022;tt2022;0,598;0,623;0,159;0,3;1,26661862;2,84507922;27,67
tt2023;tt2023;0,606;0,269;0,267;0,377;1,23977143;2,78471442;28,24
tt2024;tt2024;0,15;0,5;1,237;0,2;1,19239328;2,67816874;28,58
tt2025;tt2025;0,304;0,743;0,837;0,52;1,14402129;2,56945127;28,44
tt2026;tt2026;0,25;0,468;0,122;0,101;1,07306641;2,40993611;27,89
tt2027;tt2027;0,246;0,317;1,365;0,281;1,01628101;2,28225168;27,31
tt2028;tt2028;0,253;0,627;0,109;1,398;1,00037605;2,24658045;24,29
tt2029;tt2029;0,655;0,321;0,372;0,69;0,984468;2,21086548;23,46
tt2030;tt2030;1,317;1,769;0,195;0,465;0,98650515;2,21545366;23,2
tt2031;tt2031;0,268;0,901;0,633;0,834;0,97201427;2,18287675;23,36
tt2032;tt2032;0,222;1,702;0,792;1,301;0,97776058;2,19582434;22,22
tt2033;tt2033;1,237;0,656;0,268;0,739;1,00790399;2,26355967;30,31
tt2034;tt2034;0,39;0,522;0,119;0,457;1,06297213;2,38742622;34,66
tt2035;tt2035;0,831;0,943;1,105;0,836;1,1231199;2,52280468;33,29
tt2036;tt2036;0,693;0,474;0,148;0,319;1,17481204;2,63904305;29,83
tt2037;tt2037;0,782;0,739;0,306;0,355;1,20996778;2,71786765;29,62
tt2038;tt2038;0,081;0,179;0,096;0,492;1,23868958;2,78225727;29,27
tt2039;tt2039;0,194;0,224;0,307;0,918;1,27435557;2,86240002;28,25
tt2040;tt2040;0,165;0,128;0,14;0,138;1,30980497;2,94206004;28,27
tt2041;tt2041;0,231;0,095;0,183;0,147;1,33493514;2,99846963;28,3
tt2042;tt2042;0,194;0,696;0,415;0,26;1,34887097;3,02971492;26,88
tt2043;tt2043;0,184;0,215;0,085;0,693;1,34242414;3,01518656;27,06
tt2044;tt2044;0,255;0,213;0,311;0,161;1,34597185;3,02305859;30,1
tt2045;tt2045;0,662;0,274;0,347;0,378;1,35900214;3,05233538;32,54
tt2046;tt2046;0,142;0,879;0,511;0,772;1,34601908;3,02322002;35,57
tt2047;tt2047;0,577;0,58;0,12;1,369;1,27249051;2,8578359;36,54
tt2048;tt2048;0,787;0,142;0,112;1,355;1,15335377;2,58987016;35,65
tt2049;tt2049;0,921;0,209;0,029;0,825;1,05282955;2,36383316;34,09
tt2050;tt2050;0,116;0,208;0,123;0,584;1,01269222;2,27401602;32,44
tt2051;tt2051;0,116;0,104;0,241;1,167;0,96306562;2,16302731;30,44
tt2052;tt2052;0,114;0,342;1,706;0,145;0,93196195;2,09343935;29,67
tt2053;tt2053;0,648;0,153;0,15;0,688;0,91373483;2,05250189;29,11
tt2054;tt2054;0,27;0,438;0,133;0,121;0,89850926;2,01823057;28,92
