tt169;0
tt170;0
tt171;0
tt172;0
tt173;0
tt174;0
tt175;0
tt176;10.73875
tt177;10.73875
tt178;10.73875
tt179;10.73875
tt180;10.73875
tt181;10.73875
tt182;10.73875
tt183;10.73875
tt184;10.73875
tt185;0
tt186;0
tt187;0
tt188;0
tt189;0
tt190;0
tt191;0
tt192;0
tt193;0
tt194;0
tt195;0
tt196;0
tt197;0
tt198;0
tt199;0
tt200;10.73875
tt201;10.73875
tt202;10.73875
tt203;10.73875
tt204;10.73875
tt205;10.73875
tt206;10.73875
tt207;10.73875
tt208;10.73875
tt209;0
tt210;0
tt211;0
tt212;0
tt213;0
tt214;0
tt215;0
tt216;0
tt217;0
tt218;0
tt219;0
tt220;0
tt221;0
tt222;0
tt223;0
tt224;10.73875
tt225;10.73875
tt226;10.73875
tt227;10.73875
tt228;10.73875
tt229;10.73875
tt230;10.73875
tt231;10.73875
tt232;10.73875
tt233;0
tt234;0
tt235;0
tt236;0
tt237;0
tt238;0
tt239;0
tt240;0
tt241;0
tt242;0
tt243;0
tt244;0
tt245;0
tt246;0
tt247;0
tt248;10.73875
tt249;10.73875
tt250;10.73875
tt251;10.73875
tt252;10.73875
tt253;10.73875
tt254;10.73875
tt255;10.73875
tt256;10.73875
tt257;0
tt258;0
tt259;0
tt260;0
tt261;0
tt262;0
tt263;0
tt264;0
tt265;0
tt266;0
tt267;0
tt268;0
tt269;0
tt270;0
tt271;0
tt272;10.73875
tt273;10.73875
tt274;10.73875
tt275;10.73875
tt276;10.73875
tt277;10.73875
tt278;10.73875
tt279;10.73875
tt280;10.73875
tt281;0
tt282;0
tt283;0
tt284;0
tt285;0
tt286;0
tt287;0
tt288;0
tt289;0
tt290;0
tt291;0
tt292;0
tt293;0
tt294;0
tt295;0
tt296;10.73875
tt297;10.73875
tt298;10.73875
tt299;10.73875
tt300;10.73875
tt301;10.73875
tt302;10.73875
tt303;10.73875
tt304;10.73875
tt305;0
tt306;0
tt307;0
tt308;0
tt309;0
tt310;0
tt311;0
tt312;0
tt2977;0
tt2978;0
tt2979;0
tt2980;0
tt2981;0
tt2982;40.31
tt2983;40.31
tt2984;40.31
tt2985;40.31
