HourUTC;PriceArea;SpotPriceDKK;;SpotPriceEUR
2017-01-01T00:00:00+00:00;DK1;155,37;tt1;20,9
2017-01-01T01:00:00+00:00;DK1;134,78;tt2;18,13
2017-01-01T02:00:00+00:00;DK1;119,17;tt3;16,03
2017-01-01T03:00:00+00:00;DK1;122,14;tt4;16,43
2017-01-01T04:00:00+00:00;DK1;102,22;tt5;13,75
2017-01-01T05:00:00+00:00;DK1;82,52;tt6;11,1
2017-01-01T06:00:00+00:00;DK1;115;tt7;15,47
2017-01-01T07:00:00+00:00;DK1;125,49;tt8;16,88
2017-01-01T08:00:00+00:00;DK1;162,14;tt9;21,81
2017-01-01T09:00:00+00:00;DK1;195,07;tt10;26,24
2017-01-01T10:00:00+00:00;DK1;204,29;tt11;27,48
2017-01-01T11:00:00+00:00;DK1;208,45;tt12;28,04
2017-01-01T12:00:00+00:00;DK1;213,36;tt13;28,7
2017-01-01T13:00:00+00:00;DK1;220,49;tt14;29,66
2017-01-01T14:00:00+00:00;DK1;225,84;tt15;30,38
2017-01-01T15:00:00+00:00;DK1;228,97;tt16;30,8
2017-01-01T16:00:00+00:00;DK1;229,93;tt17;30,93
2017-01-01T17:00:00+00:00;DK1;228,82;tt18;30,78
2017-01-01T18:00:00+00:00;DK1;226,81;tt19;30,51
2017-01-01T19:00:00+00:00;DK1;224,43;tt20;30,19
2017-01-01T20:00:00+00:00;DK1;222,57;tt21;29,94
2017-01-01T21:00:00+00:00;DK1;220,42;tt22;29,65
2017-01-01T22:00:00+00:00;DK1;218,26;tt23;29,36
2017-01-01T23:00:00+00:00;DK1;218,56;tt24;29,4
2017-01-02T00:00:00+00:00;DK1;214,92;tt25;28,91
2017-01-02T01:00:00+00:00;DK1;208,97;tt26;28,11
2017-01-02T02:00:00+00:00;DK1;207,33;tt27;27,89
2017-01-02T03:00:00+00:00;DK1;206,14;tt28;27,73
2017-01-02T04:00:00+00:00;DK1;226,22;tt29;30,43
2017-01-02T05:00:00+00:00;DK1;244,21;tt30;32,85
2017-01-02T06:00:00+00:00;DK1;252,09;tt31;33,91
2017-01-02T07:00:00+00:00;DK1;259,22;tt32;34,87
2017-01-02T08:00:00+00:00;DK1;261,83;tt33;35,22
2017-01-02T09:00:00+00:00;DK1;263,24;tt34;35,41
2017-01-02T10:00:00+00:00;DK1;260,71;tt35;35,07
2017-01-02T11:00:00+00:00;DK1;259,07;tt36;34,85
2017-01-02T12:00:00+00:00;DK1;257,96;tt37;34,7
2017-01-02T13:00:00+00:00;DK1;258,7;tt38;34,8
2017-01-02T14:00:00+00:00;DK1;267,1;tt39;35,93
2017-01-02T15:00:00+00:00;DK1;278,92;tt40;37,52
2017-01-02T16:00:00+00:00;DK1;286,06;tt41;38,48
2017-01-02T17:00:00+00:00;DK1;274,17;tt42;36,88
2017-01-02T18:00:00+00:00;DK1;264,06;tt43;35,52
2017-01-02T19:00:00+00:00;DK1;261,9;tt44;35,23
2017-01-02T20:00:00+00:00;DK1;258,26;tt45;34,74
2017-01-02T21:00:00+00:00;DK1;245,25;tt46;32,99
2017-01-02T22:00:00+00:00;DK1;229,64;tt47;30,89
2017-01-02T23:00:00+00:00;DK1;227,85;tt48;30,65
2017-01-03T00:00:00+00:00;DK1;225,77;tt49;30,37
2017-01-03T01:00:00+00:00;DK1;224,14;tt50;30,15
2017-01-03T02:00:00+00:00;DK1;224,06;tt51;30,14
2017-01-03T03:00:00+00:00;DK1;225,99;tt52;30,4
2017-01-03T04:00:00+00:00;DK1;228,6;tt53;30,75
2017-01-03T05:00:00+00:00;DK1;230,6;tt54;31,02
2017-01-03T06:00:00+00:00;DK1;234,77;tt55;31,58
2017-01-03T07:00:00+00:00;DK1;236,18;tt56;31,77
2017-01-03T08:00:00+00:00;DK1;245,02;tt57;32,96
2017-01-03T09:00:00+00:00;DK1;232,31;tt58;31,25
2017-01-03T10:00:00+00:00;DK1;229,12;tt59;30,82
2017-01-03T11:00:00+00:00;DK1;226,74;tt60;30,5
2017-01-03T12:00:00+00:00;DK1;224,58;tt61;30,21
2017-01-03T13:00:00+00:00;DK1;223,17;tt62;30,02
2017-01-03T14:00:00+00:00;DK1;220,86;tt63;29,71
2017-01-03T15:00:00+00:00;DK1;221,46;tt64;29,79
2017-01-03T16:00:00+00:00;DK1;222,28;tt65;29,9
2017-01-03T17:00:00+00:00;DK1;221,38;tt66;29,78
2017-01-03T18:00:00+00:00;DK1;219,75;tt67;29,56
2017-01-03T19:00:00+00:00;DK1;218,56;tt68;29,4
2017-01-03T20:00:00+00:00;DK1;182,58;tt69;24,56
2017-01-03T21:00:00+00:00;DK1;132,1;tt70;17,77
2017-01-03T22:00:00+00:00;DK1;0,89;tt71;0,12
2017-01-03T23:00:00+00:00;DK1;0,82;tt72;0,11
2017-01-04T00:00:00+00:00;DK1;-0,37;tt73;-0,05
2017-01-04T01:00:00+00:00;DK1;-46,61;tt74;-6,27
2017-01-04T02:00:00+00:00;DK1;-37,84;tt75;-5,09
2017-01-04T03:00:00+00:00;DK1;0,45;tt76;0,06
2017-01-04T04:00:00+00:00;DK1;78,43;tt77;10,55
2017-01-04T05:00:00+00:00;DK1;81,63;tt78;10,98
2017-01-04T06:00:00+00:00;DK1;227,85;tt79;30,65
2017-01-04T07:00:00+00:00;DK1;226,29;tt80;30,44
2017-01-04T08:00:00+00:00;DK1;226,29;tt81;30,44
2017-01-04T09:00:00+00:00;DK1;227,26;tt82;30,57
2017-01-04T10:00:00+00:00;DK1;227,63;tt83;30,62
2017-01-04T11:00:00+00:00;DK1;228,6;tt84;30,75
2017-01-04T12:00:00+00:00;DK1;228,08;tt85;30,68
2017-01-04T13:00:00+00:00;DK1;228,45;tt86;30,73
2017-01-04T14:00:00+00:00;DK1;229,26;tt87;30,84
2017-01-04T15:00:00+00:00;DK1;232,09;tt88;31,22
2017-01-04T16:00:00+00:00;DK1;233,95;tt89;31,47
2017-01-04T17:00:00+00:00;DK1;232,61;tt90;31,29
2017-01-04T18:00:00+00:00;DK1;231,57;tt91;31,15
2017-01-04T19:00:00+00:00;DK1;230,68;tt92;31,03
2017-01-04T20:00:00+00:00;DK1;230,16;tt93;30,96
2017-01-04T21:00:00+00:00;DK1;229,49;tt94;30,87
2017-01-04T22:00:00+00:00;DK1;226,29;tt95;30,44
2017-01-04T23:00:00+00:00;DK1;226,81;tt96;30,51
2017-01-05T00:00:00+00:00;DK1;224,72;tt97;30,23
2017-01-05T01:00:00+00:00;DK1;223,01;tt98;30
2017-01-05T02:00:00+00:00;DK1;223,46;tt99;30,06
2017-01-05T03:00:00+00:00;DK1;227,55;tt100;30,61
2017-01-05T04:00:00+00:00;DK1;215,28;tt101;28,96
2017-01-05T05:00:00+00:00;DK1;251,41;tt102;33,82
2017-01-05T06:00:00+00:00;DK1;276,61;tt103;37,21
2017-01-05T07:00:00+00:00;DK1;289,77;tt104;38,98
2017-01-05T08:00:00+00:00;DK1;289,99;tt105;39,01
2017-01-05T09:00:00+00:00;DK1;319,95;tt106;43,04
2017-01-05T10:00:00+00:00;DK1;331,1;tt107;44,54
2017-01-05T11:00:00+00:00;DK1;331,25;tt108;44,56
2017-01-05T12:00:00+00:00;DK1;331,99;tt109;44,66
2017-01-05T13:00:00+00:00;DK1;334,45;tt110;44,99
2017-01-05T14:00:00+00:00;DK1;417,04;tt111;56,1
2017-01-05T15:00:00+00:00;DK1;518,14;tt112;69,7
2017-01-05T16:00:00+00:00;DK1;549,51;tt113;73,92
2017-01-05T17:00:00+00:00;DK1;535,16;tt114;71,99
2017-01-05T18:00:00+00:00;DK1;372,28;tt115;50,08
2017-01-05T19:00:00+00:00;DK1;333,7;tt116;44,89
2017-01-05T20:00:00+00:00;DK1;312,59;tt117;42,05
2017-01-05T21:00:00+00:00;DK1;276,69;tt118;37,22
2017-01-05T22:00:00+00:00;DK1;249,26;tt119;33,53
2017-01-05T23:00:00+00:00;DK1;266,42;tt120;35,84
2017-01-06T00:00:00+00:00;DK1;264,19;tt121;35,54
2017-01-06T01:00:00+00:00;DK1;257,13;tt122;34,59
2017-01-06T02:00:00+00:00;DK1;254,82;tt123;34,28
2017-01-06T03:00:00+00:00;DK1;253,93;tt124;34,16
2017-01-06T04:00:00+00:00;DK1;242,26;tt125;32,59
2017-01-06T05:00:00+00:00;DK1;255,12;tt126;34,32
2017-01-06T06:00:00+00:00;DK1;252,52;tt127;33,97
2017-01-06T07:00:00+00:00;DK1;252,74;tt128;34
2017-01-06T08:00:00+00:00;DK1;241,59;tt129;32,5
2017-01-06T09:00:00+00:00;DK1;237,73;tt130;31,98
2017-01-06T10:00:00+00:00;DK1;233,79;tt131;31,45
2017-01-06T11:00:00+00:00;DK1;232,45;tt132;31,27
2017-01-06T12:00:00+00:00;DK1;229,4;tt133;30,86
2017-01-06T13:00:00+00:00;DK1;228,95;tt134;30,8
2017-01-06T14:00:00+00:00;DK1;227,25;tt135;30,57
2017-01-06T15:00:00+00:00;DK1;227,39;tt136;30,59
2017-01-06T16:00:00+00:00;DK1;229,7;tt137;30,9
2017-01-06T17:00:00+00:00;DK1;228,29;tt138;30,71
2017-01-06T18:00:00+00:00;DK1;225,76;tt139;30,37
2017-01-06T19:00:00+00:00;DK1;225,09;tt140;30,28
2017-01-06T20:00:00+00:00;DK1;223,6;tt141;30,08
2017-01-06T21:00:00+00:00;DK1;221,6;tt142;29,81
2017-01-06T22:00:00+00:00;DK1;215,65;tt143;29,01
2017-01-06T23:00:00+00:00;DK1;218,18;tt144;29,35
2017-01-07T00:00:00+00:00;DK1;203,09;tt145;27,32
2017-01-07T01:00:00+00:00;DK1;200,56;tt146;26,98
2017-01-07T02:00:00+00:00;DK1;200,19;tt147;26,93
2017-01-07T03:00:00+00:00;DK1;203,98;tt148;27,44
2017-01-07T04:00:00+00:00;DK1;212,9;tt149;28,64
2017-01-07T05:00:00+00:00;DK1;216,32;tt150;29,1
2017-01-07T06:00:00+00:00;DK1;219,22;tt151;29,49
2017-01-07T07:00:00+00:00;DK1;222,79;tt152;29,97
2017-01-07T08:00:00+00:00;DK1;226,81;tt153;30,51
2017-01-07T09:00:00+00:00;DK1;228,14;tt154;30,69
2017-01-07T10:00:00+00:00;DK1;228,52;tt155;30,74
2017-01-07T11:00:00+00:00;DK1;228,37;tt156;30,72
2017-01-07T12:00:00+00:00;DK1;228,22;tt157;30,7
2017-01-07T13:00:00+00:00;DK1;228,74;tt158;30,77
2017-01-07T14:00:00+00:00;DK1;229,85;tt159;30,92
2017-01-07T15:00:00+00:00;DK1;231,56;tt160;31,15
2017-01-07T16:00:00+00:00;DK1;233,64;tt161;31,43
2017-01-07T17:00:00+00:00;DK1;233,72;tt162;31,44
2017-01-07T18:00:00+00:00;DK1;231,79;tt163;31,18
2017-01-07T19:00:00+00:00;DK1;230,82;tt164;31,05
2017-01-07T20:00:00+00:00;DK1;230,15;tt165;30,96
2017-01-07T21:00:00+00:00;DK1;229,18;tt166;30,83
2017-01-07T22:00:00+00:00;DK1;227,47;tt167;30,6
2017-01-07T23:00:00+00:00;DK1;228,58;tt168;30,75
2017-01-08T00:00:00+00:00;DK1;227,76;tt169;30,64
2017-01-08T01:00:00+00:00;DK1;226,94;tt170;30,53
2017-01-08T02:00:00+00:00;DK1;227,02;tt171;30,54
2017-01-08T03:00:00+00:00;DK1;227,69;tt172;30,63
2017-01-08T04:00:00+00:00;DK1;228,21;tt173;30,7
2017-01-08T05:00:00+00:00;DK1;228,73;tt174;30,77
2017-01-08T06:00:00+00:00;DK1;227,32;tt175;30,58
2017-01-08T07:00:00+00:00;DK1;228,58;tt176;30,75
2017-01-08T08:00:00+00:00;DK1;231,11;tt177;31,09
2017-01-08T09:00:00+00:00;DK1;260,54;tt178;35,05
2017-01-08T10:00:00+00:00;DK1;207,17;tt179;27,87
2017-01-08T11:00:00+00:00;DK1;230,14;tt180;30,96
2017-01-08T12:00:00+00:00;DK1;229,47;tt181;30,87
2017-01-08T13:00:00+00:00;DK1;229,32;tt182;30,85
2017-01-08T14:00:00+00:00;DK1;230,14;tt183;30,96
2017-01-08T15:00:00+00:00;DK1;234,9;tt184;31,6
2017-01-08T16:00:00+00:00;DK1;236,68;tt185;31,84
2017-01-08T17:00:00+00:00;DK1;233,86;tt186;31,46
2017-01-08T18:00:00+00:00;DK1;230,44;tt187;31
2017-01-08T19:00:00+00:00;DK1;229,17;tt188;30,83
2017-01-08T20:00:00+00:00;DK1;230,07;tt189;30,95
2017-01-08T21:00:00+00:00;DK1;227,09;tt190;30,55
2017-01-08T22:00:00+00:00;DK1;222,19;tt191;29,89
2017-01-08T23:00:00+00:00;DK1;219,73;tt192;29,56
2017-01-09T00:00:00+00:00;DK1;216,39;tt193;29,11
2017-01-09T01:00:00+00:00;DK1;215,5;tt194;28,99
2017-01-09T02:00:00+00:00;DK1;216,76;tt195;29,16
2017-01-09T03:00:00+00:00;DK1;220,85;tt196;29,71
2017-01-09T04:00:00+00:00;DK1;226,05;tt197;30,41
2017-01-09T05:00:00+00:00;DK1;228,73;tt198;30,77
2017-01-09T06:00:00+00:00;DK1;235,34;tt199;31,66
2017-01-09T07:00:00+00:00;DK1;238,1;tt200;32,03
2017-01-09T08:00:00+00:00;DK1;236,61;tt201;31,83
2017-01-09T09:00:00+00:00;DK1;234,75;tt202;31,58
2017-01-09T10:00:00+00:00;DK1;233,04;tt203;31,35
2017-01-09T11:00:00+00:00;DK1;231,18;tt204;31,1
2017-01-09T12:00:00+00:00;DK1;230,36;tt205;30,99
2017-01-09T13:00:00+00:00;DK1;230,07;tt206;30,95
2017-01-09T14:00:00+00:00;DK1;230,36;tt207;30,99
2017-01-09T15:00:00+00:00;DK1;230,59;tt208;31,02
2017-01-09T16:00:00+00:00;DK1;230,22;tt209;30,97
2017-01-09T17:00:00+00:00;DK1;229,7;tt210;30,9
2017-01-09T18:00:00+00:00;DK1;228,88;tt211;30,79
2017-01-09T19:00:00+00:00;DK1;226,72;tt212;30,5
2017-01-09T20:00:00+00:00;DK1;223,53;tt213;30,07
2017-01-09T21:00:00+00:00;DK1;219,81;tt214;29,57
2017-01-09T22:00:00+00:00;DK1;214,31;tt215;28,83
2017-01-09T23:00:00+00:00;DK1;194,46;tt216;26,16
2017-01-10T00:00:00+00:00;DK1;190,07;tt217;25,57
2017-01-10T01:00:00+00:00;DK1;189,48;tt218;25,49
2017-01-10T02:00:00+00:00;DK1;190,07;tt219;25,57
2017-01-10T03:00:00+00:00;DK1;206,43;tt220;27,77
2017-01-10T04:00:00+00:00;DK1;215,05;tt221;28,93
2017-01-10T05:00:00+00:00;DK1;221,44;tt222;29,79
2017-01-10T06:00:00+00:00;DK1;230,44;tt223;31
2017-01-10T07:00:00+00:00;DK1;232,74;tt224;31,31
2017-01-10T08:00:00+00:00;DK1;232,07;tt225;31,22
2017-01-10T09:00:00+00:00;DK1;231,48;tt226;31,14
2017-01-10T10:00:00+00:00;DK1;230,88;tt227;31,06
2017-01-10T11:00:00+00:00;DK1;230,36;tt228;30,99
2017-01-10T12:00:00+00:00;DK1;230,44;tt229;31
2017-01-10T13:00:00+00:00;DK1;230,51;tt230;31,01
2017-01-10T14:00:00+00:00;DK1;230,66;tt231;31,03
2017-01-10T15:00:00+00:00;DK1;231,85;tt232;31,19
2017-01-10T16:00:00+00:00;DK1;231,85;tt233;31,19
2017-01-10T17:00:00+00:00;DK1;230,59;tt234;31,02
2017-01-10T18:00:00+00:00;DK1;227,02;tt235;30,54
2017-01-10T19:00:00+00:00;DK1;221,59;tt236;29,81
2017-01-10T20:00:00+00:00;DK1;219,66;tt237;29,55
2017-01-10T21:00:00+00:00;DK1;216,69;tt238;29,15
2017-01-10T22:00:00+00:00;DK1;208,73;tt239;28,08
2017-01-10T23:00:00+00:00;DK1;181,23;tt240;24,38
2017-01-11T00:00:00+00:00;DK1;169,34;tt241;22,78
2017-01-11T01:00:00+00:00;DK1;163,91;tt242;22,05
2017-01-11T02:00:00+00:00;DK1;164,28;tt243;22,1
2017-01-11T03:00:00+00:00;DK1;175,43;tt244;23,6
2017-01-11T04:00:00+00:00;DK1;181,01;tt245;24,35
2017-01-11T05:00:00+00:00;DK1;206,8;tt246;27,82
2017-01-11T06:00:00+00:00;DK1;215,27;tt247;28,96
2017-01-11T07:00:00+00:00;DK1;216,61;tt248;29,14
2017-01-11T08:00:00+00:00;DK1;216,46;tt249;29,12
2017-01-11T09:00:00+00:00;DK1;216,69;tt250;29,15
2017-01-11T10:00:00+00:00;DK1;216,76;tt251;29,16
2017-01-11T11:00:00+00:00;DK1;216,84;tt252;29,17
2017-01-11T12:00:00+00:00;DK1;216,54;tt253;29,13
2017-01-11T13:00:00+00:00;DK1;216,69;tt254;29,15
2017-01-11T14:00:00+00:00;DK1;216,91;tt255;29,18
2017-01-11T15:00:00+00:00;DK1;218,54;tt256;29,4
2017-01-11T16:00:00+00:00;DK1;219,81;tt257;29,57
2017-01-11T17:00:00+00:00;DK1;218,4;tt258;29,38
2017-01-11T18:00:00+00:00;DK1;216,54;tt259;29,13
2017-01-11T19:00:00+00:00;DK1;212,6;tt260;28,6
2017-01-11T20:00:00+00:00;DK1;207,47;tt261;27,91
2017-01-11T21:00:00+00:00;DK1;195,28;tt262;26,27
2017-01-11T22:00:00+00:00;DK1;74,26;tt263;9,99
2017-01-11T23:00:00+00:00;DK1;0,67;tt264;0,09
2017-01-12T00:00:00+00:00;DK1;0,22;tt265;0,03
2017-01-12T01:00:00+00:00;DK1;0,37;tt266;0,05
2017-01-12T02:00:00+00:00;DK1;0,3;tt267;0,04
2017-01-12T03:00:00+00:00;DK1;0,59;tt268;0,08
2017-01-12T04:00:00+00:00;DK1;20,29;tt269;2,73
2017-01-12T05:00:00+00:00;DK1;210,29;tt270;28,29
2017-01-12T06:00:00+00:00;DK1;218,61;tt271;29,41
2017-01-12T07:00:00+00:00;DK1;221,36;tt272;29,78
2017-01-12T08:00:00+00:00;DK1;219,28;tt273;29,5
2017-01-12T09:00:00+00:00;DK1;219,58;tt274;29,54
2017-01-12T10:00:00+00:00;DK1;219,28;tt275;29,5
2017-01-12T11:00:00+00:00;DK1;219,06;tt276;29,47
2017-01-12T12:00:00+00:00;DK1;219,28;tt277;29,5
2017-01-12T13:00:00+00:00;DK1;219,65;tt278;29,55
2017-01-12T14:00:00+00:00;DK1;220,32;tt279;29,64
2017-01-12T15:00:00+00:00;DK1;224,71;tt280;30,23
2017-01-12T16:00:00+00:00;DK1;226,86;tt281;30,52
2017-01-12T17:00:00+00:00;DK1;225,08;tt282;30,28
2017-01-12T18:00:00+00:00;DK1;222,11;tt283;29,88
2017-01-12T19:00:00+00:00;DK1;219,28;tt284;29,5
2017-01-12T20:00:00+00:00;DK1;218,76;tt285;29,43
2017-01-12T21:00:00+00:00;DK1;217,13;tt286;29,21
2017-01-12T22:00:00+00:00;DK1;214,3;tt287;28,83
2017-01-12T23:00:00+00:00;DK1;216,69;tt288;29,15
2017-01-13T00:00:00+00:00;DK1;215,65;tt289;29,01
2017-01-13T01:00:00+00:00;DK1;216,24;tt290;29,09
2017-01-13T02:00:00+00:00;DK1;216,24;tt291;29,09
2017-01-13T03:00:00+00:00;DK1;217,43;tt292;29,25
2017-01-13T04:00:00+00:00;DK1;227,77;tt293;30,64
2017-01-13T05:00:00+00:00;DK1;253,63;tt294;34,12
2017-01-13T06:00:00+00:00;DK1;293,48;tt295;39,48
2017-01-13T07:00:00+00:00;DK1;306,86;tt296;41,28
2017-01-13T08:00:00+00:00;DK1;306,12;tt297;41,18
2017-01-13T09:00:00+00:00;DK1;306,12;tt298;41,18
2017-01-13T10:00:00+00:00;DK1;284,78;tt299;38,31
2017-01-13T11:00:00+00:00;DK1;276,01;tt300;37,13
2017-01-13T12:00:00+00:00;DK1;276,68;tt301;37,22
2017-01-13T13:00:00+00:00;DK1;239,66;tt302;32,24
2017-01-13T14:00:00+00:00;DK1;237,65;tt303;31,97
2017-01-13T15:00:00+00:00;DK1;261,89;tt304;35,23
2017-01-13T16:00:00+00:00;DK1;306,56;tt305;41,24
2017-01-13T17:00:00+00:00;DK1;283,07;tt306;38,08
2017-01-13T18:00:00+00:00;DK1;237,13;tt307;31,9
2017-01-13T19:00:00+00:00;DK1;233,27;tt308;31,38
2017-01-13T20:00:00+00:00;DK1;231,33;tt309;31,12
2017-01-13T21:00:00+00:00;DK1;228,81;tt310;30,78
2017-01-13T22:00:00+00:00;DK1;222,41;tt311;29,92
2017-01-13T23:00:00+00:00;DK1;221,69;tt312;29,82
2017-01-14T00:00:00+00:00;DK1;215,45;tt313;28,98
2017-01-14T01:00:00+00:00;DK1;212,92;tt314;28,64
2017-01-14T02:00:00+00:00;DK1;211,88;tt315;28,5
2017-01-14T03:00:00+00:00;DK1;212,7;tt316;28,61
2017-01-14T04:00:00+00:00;DK1;208,53;tt317;28,05
2017-01-14T05:00:00+00:00;DK1;219,24;tt318;29,49
2017-01-14T06:00:00+00:00;DK1;215,37;tt319;28,97
2017-01-14T07:00:00+00:00;DK1;233,14;tt320;31,36
2017-01-14T08:00:00+00:00;DK1;230,54;tt321;31,01
2017-01-14T09:00:00+00:00;DK1;231,88;tt322;31,19
2017-01-14T10:00:00+00:00;DK1;231,95;tt323;31,2
2017-01-14T11:00:00+00:00;DK1;231,5;tt324;31,14
2017-01-14T12:00:00+00:00;DK1;230,17;tt325;30,96
2017-01-14T13:00:00+00:00;DK1;230,24;tt326;30,97
2017-01-14T14:00:00+00:00;DK1;231,43;tt327;31,13
2017-01-14T15:00:00+00:00;DK1;232,17;tt328;31,23
2017-01-14T16:00:00+00:00;DK1;233,44;tt329;31,4
2017-01-14T17:00:00+00:00;DK1;232,99;tt330;31,34
2017-01-14T18:00:00+00:00;DK1;232,32;tt331;31,25
2017-01-14T19:00:00+00:00;DK1;231,28;tt332;31,11
2017-01-14T20:00:00+00:00;DK1;227,94;tt333;30,66
2017-01-14T21:00:00+00:00;DK1;224,89;tt334;30,25
2017-01-14T22:00:00+00:00;DK1;219,68;tt335;29,55
2017-01-14T23:00:00+00:00;DK1;215,75;tt336;29,02
2017-01-15T00:00:00+00:00;DK1;212,19;tt337;28,54
2017-01-15T01:00:00+00:00;DK1;203,19;tt338;27,33
2017-01-15T02:00:00+00:00;DK1;201,41;tt339;27,09
2017-01-15T03:00:00+00:00;DK1;203,19;tt340;27,33
2017-01-15T04:00:00+00:00;DK1;213,38;tt341;28,7
2017-01-15T05:00:00+00:00;DK1;216,28;tt342;29,09
2017-01-15T06:00:00+00:00;DK1;194,86;tt343;26,21
2017-01-15T07:00:00+00:00;DK1;247,43;tt344;33,28
2017-01-15T08:00:00+00:00;DK1;237,46;tt345;31,94
2017-01-15T09:00:00+00:00;DK1;238,36;tt346;32,06
2017-01-15T10:00:00+00:00;DK1;239,03;tt347;32,15
2017-01-15T11:00:00+00:00;DK1;237,54;tt348;31,95
2017-01-15T12:00:00+00:00;DK1;235,68;tt349;31,7
2017-01-15T13:00:00+00:00;DK1;234,19;tt350;31,5
2017-01-15T14:00:00+00:00;DK1;235,68;tt351;31,7
2017-01-15T15:00:00+00:00;DK1;244,01;tt352;32,82
2017-01-15T16:00:00+00:00;DK1;275,23;tt353;37,02
2017-01-15T17:00:00+00:00;DK1;259,02;tt354;34,84
2017-01-15T18:00:00+00:00;DK1;243,49;tt355;32,75
2017-01-15T19:00:00+00:00;DK1;239,25;tt356;32,18
2017-01-15T20:00:00+00:00;DK1;237,46;tt357;31,94
2017-01-15T21:00:00+00:00;DK1;235,83;tt358;31,72
2017-01-15T22:00:00+00:00;DK1;231,29;tt359;31,11
2017-01-15T23:00:00+00:00;DK1;230,55;tt360;31,01
2017-01-16T00:00:00+00:00;DK1;229,96;tt361;30,93
2017-01-16T01:00:00+00:00;DK1;229,73;tt362;30,9
2017-01-16T02:00:00+00:00;DK1;229,96;tt363;30,93
2017-01-16T03:00:00+00:00;DK1;233;tt364;31,34
2017-01-16T04:00:00+00:00;DK1;236,87;tt365;31,86
2017-01-16T05:00:00+00:00;DK1;270,77;tt366;36,42
2017-01-16T06:00:00+00:00;DK1;446,38;tt367;60,04
2017-01-16T07:00:00+00:00;DK1;445,34;tt368;59,9
2017-01-16T08:00:00+00:00;DK1;418,42;tt369;56,28
2017-01-16T09:00:00+00:00;DK1;421,99;tt370;56,76
2017-01-16T10:00:00+00:00;DK1;421,7;tt371;56,72
2017-01-16T11:00:00+00:00;DK1;421,62;tt372;56,71
2017-01-16T12:00:00+00:00;DK1;450,62;tt373;60,61
2017-01-16T13:00:00+00:00;DK1;453,74;tt374;61,03
2017-01-16T14:00:00+00:00;DK1;436,49;tt375;58,71
2017-01-16T15:00:00+00:00;DK1;649,64;tt376;87,38
2017-01-16T16:00:00+00:00;DK1;870,75;tt377;117,12
2017-01-16T17:00:00+00:00;DK1;615,89;tt378;82,84
2017-01-16T18:00:00+00:00;DK1;419,32;tt379;56,4
2017-01-16T19:00:00+00:00;DK1;295,9;tt380;39,8
2017-01-16T20:00:00+00:00;DK1;252,48;tt381;33,96
2017-01-16T21:00:00+00:00;DK1;237,98;tt382;32,01
2017-01-16T22:00:00+00:00;DK1;231,29;tt383;31,11
2017-01-16T23:00:00+00:00;DK1;230,56;tt384;31,01
2017-01-17T00:00:00+00:00;DK1;227,59;tt385;30,61
2017-01-17T01:00:00+00:00;DK1;227,88;tt386;30,65
2017-01-17T02:00:00+00:00;DK1;228,11;tt387;30,68
2017-01-17T03:00:00+00:00;DK1;231,38;tt388;31,12
2017-01-17T04:00:00+00:00;DK1;242,9;tt389;32,67
2017-01-17T05:00:00+00:00;DK1;271,6;tt390;36,53
2017-01-17T06:00:00+00:00;DK1;358,66;tt391;48,24
2017-01-17T07:00:00+00:00;DK1;366,62;tt392;49,31
2017-01-17T08:00:00+00:00;DK1;314,13;tt393;42,25
2017-01-17T09:00:00+00:00;DK1;310,41;tt394;41,75
2017-01-17T10:00:00+00:00;DK1;284,46;tt395;38,26
2017-01-17T11:00:00+00:00;DK1;258,96;tt396;34,83
2017-01-17T12:00:00+00:00;DK1;246,77;tt397;33,19
2017-01-17T13:00:00+00:00;DK1;240,97;tt398;32,41
2017-01-17T14:00:00+00:00;DK1;240,37;tt399;32,33
2017-01-17T15:00:00+00:00;DK1;241,27;tt400;32,45
2017-01-17T16:00:00+00:00;DK1;242,98;tt401;32,68
2017-01-17T17:00:00+00:00;DK1;238,07;tt402;32,02
2017-01-17T18:00:00+00:00;DK1;233,09;tt403;31,35
2017-01-17T19:00:00+00:00;DK1;228,7;tt404;30,76
2017-01-17T20:00:00+00:00;DK1;227,21;tt405;30,56
2017-01-17T21:00:00+00:00;DK1;223,64;tt406;30,08
2017-01-17T22:00:00+00:00;DK1;220,89;tt407;29,71
2017-01-17T23:00:00+00:00;DK1;215,71;tt408;29,01
2017-01-18T00:00:00+00:00;DK1;212,51;tt409;28,58
2017-01-18T01:00:00+00:00;DK1;211,55;tt410;28,45
2017-01-18T02:00:00+00:00;DK1;212,21;tt411;28,54
2017-01-18T03:00:00+00:00;DK1;216,6;tt412;29,13
2017-01-18T04:00:00+00:00;DK1;221,06;tt413;29,73
2017-01-18T05:00:00+00:00;DK1;223,37;tt414;30,04
2017-01-18T06:00:00+00:00;DK1;228,95;tt415;30,79
2017-01-18T07:00:00+00:00;DK1;229,61;tt416;30,88
2017-01-18T08:00:00+00:00;DK1;228,42;tt417;30,72
2017-01-18T09:00:00+00:00;DK1;227,46;tt418;30,59
2017-01-18T10:00:00+00:00;DK1;226,27;tt419;30,43
2017-01-18T11:00:00+00:00;DK1;226,27;tt420;30,43
2017-01-18T12:00:00+00:00;DK1;225,15;tt421;30,28
2017-01-18T13:00:00+00:00;DK1;224,11;tt422;30,14
2017-01-18T14:00:00+00:00;DK1;223,96;tt423;30,12
